Previous_Day_Sales,Customers,Promotion,Is_Weekend,Food_Category,Sales,Food_Category_enc
450.0,183.0,0.0,0,Burgers,311.0,2
339.0,96.0,0.0,0,Mcnuggets,261.0,5
328.0,151.0,0.0,0,Burgers,379.0,2
241.0,144.0,0.0,0,Beverages,376.0,0
424.0,150.0,1.0,0,Desserts,370.0,3
345.0,128.0,1.0,0,Breakfast,365.0,1
339.0,140.0,0.0,0,Mcnuggets,319.0,5
291.0,113.0,0.0,0,Fries,242.0,4
411.0,137.0,0.0,0,Desserts,252.0,3
375.0,122.0,0.0,0,Beverages,289.0,0
328.0,156.0,0.0,0,Mcnuggets,341.0,5
165.0,135.0,1.0,0,Beverages,352.0,0
252.0,113.0,1.0,0,Beverages,297.0,0
242.0,102.0,0.0,0,Desserts,165.0,3
429.0,147.0,1.0,0,Desserts,362.0,3
301.0,106.0,0.0,0,Mcnuggets,230.0,5
354.0,161.0,0.0,1,Desserts,304.0,3
218.0,154.0,0.0,1,Beverages,382.0,0
266.0,110.0,0.0,0,Beverages,291.0,0
243.0,187.0,1.0,0,Desserts,386.0,3
337.0,114.0,0.0,0,Mcnuggets,238.0,5
274.0,156.0,1.0,0,Fries,302.0,4
235.0,125.0,0.0,0,Mcnuggets,315.0,5
437.0,104.0,0.0,0,Fries,219.0,4
403.0,169.0,1.0,0,Beverages,455.0,0
348.0,161.0,1.0,0,Desserts,402.0,3
179.0,105.0,0.0,0,Breakfast,239.0,1
331.0,180.0,1.0,1,Beverages,509.0,0
344.0,111.0,0.0,0,Desserts,248.0,3
388.0,80.0,0.0,0,Desserts,152.0,3
275.0,123.0,0.0,0,Breakfast,322.0,1
542.0,136.0,0.0,1,Fries,310.0,4
380.0,136.0,0.0,0,Beverages,304.0,0
286.0,114.0,0.0,0,Desserts,233.0,3
478.0,160.0,0.0,0,Beverages,307.0,0
241.0,111.0,0.0,0,Desserts,244.0,3
492.0,135.0,0.0,1,Beverages,389.0,0
283.0,162.0,0.0,1,Mcnuggets,369.0,5
434.0,103.0,0.0,0,Breakfast,209.0,1
484.0,145.0,0.0,0,Mcnuggets,340.0,5
299.0,147.0,0.0,1,Beverages,310.0,0
171.0,175.0,1.0,1,Breakfast,342.0,1
172.0,149.0,1.0,0,Beverages,355.0,0
122.0,116.0,0.0,0,Mcnuggets,211.0,5
229.0,219.0,1.0,0,Beverages,537.0,0
300.0,185.0,1.0,1,Desserts,395.0,3
273.0,228.0,1.0,1,Burgers,529.0,2
233.0,140.0,0.0,0,Beverages,286.0,0
338.0,90.0,0.0,0,Breakfast,191.0,1
121.0,136.0,0.0,0,Fries,291.0,4
253.0,135.0,0.0,0,Beverages,289.0,0
248.0,108.0,0.0,0,Beverages,221.0,0
301.0,207.0,0.0,1,Burgers,462.0,2
202.0,107.0,0.0,0,Fries,178.0,4
393.0,79.0,0.0,0,Fries,200.0,4
236.0,126.0,0.0,0,Burgers,224.0,2
174.0,187.0,1.0,0,Beverages,433.0,0
383.0,128.0,0.0,0,Burgers,245.0,2
351.0,156.0,1.0,0,Burgers,359.0,2
436.0,167.0,0.0,0,Burgers,364.0,2
366.0,183.0,1.0,0,Beverages,457.0,0
237.0,119.0,0.0,1,Breakfast,275.0,1
253.0,156.0,0.0,1,Mcnuggets,356.0,5
147.0,179.0,1.0,0,Mcnuggets,428.0,5
270.0,202.0,1.0,1,Beverages,433.0,0
315.0,139.0,0.0,0,Beverages,299.0,0
367.0,165.0,,1,Mcnuggets,374.0,5
270.0,121.0,0.0,0,Breakfast,212.0,1
234.0,121.0,0.0,0,Breakfast,242.0,1
435.0,103.0,0.0,0,Fries,192.0,4
290.0,120.0,0.0,0,Desserts,270.0,3
214.0,215.0,1.0,0,Beverages,530.0,0
443.0,133.0,0.0,0,Burgers,192.0,2
307.0,126.0,0.0,0,Breakfast,285.0,1
286.0,94.0,0.0,0,Desserts,158.0,3
289.0,115.0,0.0,0,Desserts,246.0,3
294.0,110.0,0.0,0,Burgers,238.0,2
252.0,131.0,0.0,0,Mcnuggets,262.0,5
157.0,155.0,1.0,0,Burgers,419.0,2
357.0,130.0,0.0,0,Burgers,292.0,2
317.0,129.0,0.0,0,Desserts,243.0,3
252.0,126.0,0.0,0,Breakfast,195.0,1
332.0,211.0,1.0,1,Burgers,446.0,2
149.0,153.0,0.0,0,Burgers,344.0,2
214.0,170.0,0.0,1,Mcnuggets,330.0,5
456.0,145.0,0.0,0,Fries,283.0,4
239.0,146.0,1.0,0,Desserts,360.0,3
171.0,176.0,1.0,0,Beverages,384.0,0
210.0,195.0,1.0,0,Mcnuggets,480.0,5
219.0,140.0,0.0,0,Desserts,274.0,3
353.0,194.0,1.0,0,Desserts,508.0,3
280.0,145.0,0.0,1,Breakfast,274.0,1
292.0,144.0,0.0,0,Beverages,324.0,0
233.0,98.0,0.0,0,Fries,140.0,4
368.0,89.0,0.0,0,Breakfast,148.0,1
299.0,155.0,0.0,1,Desserts,395.0,3
321.0,118.0,1.0,0,Breakfast,255.0,1
341.0,97.0,0.0,0,Fries,233.0,4
347.0,192.0,0.0,1,Beverages,460.0,0
207.0,116.0,0.0,0,Fries,180.0,4
370.0,149.0,1.0,0,Mcnuggets,409.0,5
278.0,153.0,0.0,1,Burgers,407.0,2
437.0,106.0,0.0,0,Breakfast,216.0,1
255.0,131.0,0.0,0,Burgers,332.0,2
375.0,174.0,1.0,0,Beverages,352.0,0
289.0,140.0,0.0,0,Mcnuggets,272.0,5
376.0,119.0,0.0,0,Fries,304.0,4
311.0,112.0,0.0,0,Burgers,156.0,2
371.0,127.0,0.0,0,Fries,283.0,4
262.0,137.0,0.0,0,Burgers,354.0,2
248.0,99.0,0.0,0,Burgers,198.0,2
301.0,95.0,0.0,0,Desserts,191.0,3
223.0,157.0,1.0,0,Fries,400.0,4
247.0,87.0,0.0,0,Breakfast,202.0,1
333.0,104.0,0.0,0,Breakfast,196.0,1
162.0,193.0,0.0,0,Burgers,508.0,2
281.0,118.0,0.0,0,Breakfast,212.0,1
276.0,141.0,1.0,0,Breakfast,282.0,1
389.0,178.0,0.0,1,Beverages,389.0,0
184.0,124.0,,0,Burgers,227.0,2
361.0,116.0,0.0,0,Beverages,245.0,0
328.0,171.0,0.0,1,Beverages,380.0,0
102.0,114.0,1.0,0,Breakfast,189.0,1
185.0,126.0,0.0,0,Beverages,283.0,0
429.0,205.0,0.0,1,Beverages,386.0,0
468.0,147.0,0.0,1,Burgers,356.0,2
230.0,112.0,0.0,1,Breakfast,198.0,1
222.0,126.0,0.0,0,Mcnuggets,262.0,5
306.0,157.0,0.0,1,Mcnuggets,375.0,5
254.0,180.0,1.0,0,Mcnuggets,375.0,5
330.0,147.0,1.0,0,Fries,382.0,4
363.0,75.0,0.0,0,Fries,135.0,4
265.0,156.0,0.0,1,Desserts,380.0,3
181.0,155.0,0.0,1,Beverages,334.0,0
260.0,121.0,0.0,0,Breakfast,164.0,1
326.0,118.0,0.0,0,Mcnuggets,233.0,5
335.0,111.0,0.0,0,Burgers,209.0,2
263.0,111.0,0.0,0,Beverages,187.0,0
230.0,134.0,0.0,0,Beverages,286.0,0
337.0,97.0,0.0,0,Breakfast,188.0,1
372.0,131.0,0.0,0,Burgers,226.0,2
274.0,101.0,0.0,0,Breakfast,146.0,1
292.0,189.0,1.0,0,Burgers,459.0,2
203.0,121.0,0.0,0,Fries,278.0,4
154.0,125.0,0.0,0,Fries,324.0,4
378.0,141.0,1.0,0,Beverages,368.0,0
258.0,173.0,1.0,0,Mcnuggets,350.0,5
216.0,153.0,1.0,0,Burgers,334.0,2
198.0,135.0,0.0,0,Mcnuggets,272.0,5
257.0,170.0,0.0,0,Mcnuggets,398.0,5
319.0,176.0,1.0,0,Burgers,460.0,2
197.0,134.0,0.0,0,Fries,317.0,4
269.0,89.0,0.0,0,Beverages,233.0,0
202.0,135.0,0.0,0,Beverages,326.0,0
416.0,149.0,0.0,0,Burgers,303.0,2
269.0,186.0,1.0,0,Fries,407.0,4
209.0,118.0,0.0,0,Mcnuggets,267.0,5
224.0,153.0,0.0,1,Mcnuggets,355.0,5
268.0,145.0,0.0,1,Beverages,337.0,0
515.0,218.0,1.0,1,Beverages,427.0,0
386.0,206.0,1.0,1,Desserts,498.0,3
233.0,101.0,0.0,0,Mcnuggets,208.0,5
221.0,166.0,0.0,1,Fries,381.0,4
342.0,152.0,0.0,1,Fries,324.0,4
331.0,115.0,0.0,0,Beverages,273.0,0
279.0,69.0,0.0,0,Desserts,118.0,3
359.0,178.0,1.0,0,Mcnuggets,468.0,5
296.0,204.0,1.0,1,Burgers,460.0,2
177.0,100.0,0.0,0,Mcnuggets,245.0,5
243.0,113.0,0.0,0,Fries,264.0,4
330.0,159.0,0.0,1,Burgers,253.0,2
301.0,148.0,0.0,0,Beverages,325.0,0
210.0,171.0,1.0,0,Desserts,356.0,3
529.0,136.0,0.0,1,Mcnuggets,316.0,5
256.0,144.0,1.0,0,Mcnuggets,347.0,5
257.0,200.0,1.0,1,Mcnuggets,463.0,5
431.0,140.0,0.0,0,Mcnuggets,255.0,5
266.0,139.0,0.0,1,Breakfast,329.0,1
397.0,147.0,0.0,1,Breakfast,354.0,1
295.0,134.0,0.0,0,Desserts,231.0,3
385.0,148.0,0.0,1,Burgers,289.0,2
354.0,155.0,0.0,1,Burgers,296.0,2
485.0,140.0,0.0,1,Mcnuggets,306.0,5
195.0,161.0,0.0,0,Mcnuggets,337.0,5
219.0,102.0,0.0,0,Mcnuggets,184.0,5
98.0,110.0,0.0,0,Burgers,277.0,2
375.0,180.0,0.0,1,Burgers,293.0,2
163.0,155.0,1.0,0,Burgers,327.0,2
357.0,135.0,0.0,0,Fries,310.0,4
336.0,126.0,0.0,0,Fries,162.0,4
203.0,205.0,1.0,1,Mcnuggets,453.0,5
270.0,123.0,0.0,0,Desserts,258.0,3
359.0,141.0,0.0,0,Mcnuggets,307.0,5
198.0,116.0,0.0,0,Burgers,290.0,2
390.0,177.0,1.0,0,Mcnuggets,406.0,5
296.0,182.0,1.0,0,Mcnuggets,373.0,5
216.0,154.0,0.0,1,Beverages,321.0,0
296.0,154.0,0.0,1,Mcnuggets,307.0,5
141.0,171.0,0.0,1,Desserts,392.0,3
465.0,192.0,0.0,1,Burgers,340.0,2
342.0,125.0,0.0,0,Fries,283.0,4
231.0,152.0,0.0,0,Burgers,288.0,2
285.0,157.0,1.0,0,Fries,322.0,4
387.0,116.0,0.0,0,Fries,217.0,4
199.0,149.0,0.0,0,Fries,346.0,4
225.0,134.0,0.0,1,Mcnuggets,320.0,5
370.0,115.0,0.0,0,Mcnuggets,235.0,5
199.0,128.0,0.0,0,Desserts,201.0,3
436.0,145.0,1.0,0,Burgers,340.0,2
378.0,78.0,0.0,0,Desserts,134.0,3
344.0,182.0,1.0,0,Fries,462.0,4
460.0,176.0,1.0,0,Burgers,421.0,2
501.0,164.0,0.0,0,Mcnuggets,283.0,5
283.0,87.0,0.0,0,Breakfast,163.0,1
338.0,120.0,0.0,0,Breakfast,230.0,1
370.0,149.0,1.0,0,Burgers,381.0,2
344.0,180.0,0.0,0,Beverages,385.0,0
320.0,237.0,1.0,1,Beverages,550.0,0
423.0,137.0,0.0,1,Beverages,241.0,0
222.0,114.0,0.0,0,Burgers,242.0,2
335.0,136.0,0.0,0,Burgers,311.0,2
358.0,168.0,1.0,0,Burgers,442.0,2
314.0,124.0,0.0,0,Burgers,253.0,2
373.0,158.0,1.0,0,Fries,320.0,4
330.0,99.0,0.0,0,Fries,120.0,4
317.0,141.0,0.0,1,Fries,306.0,4
392.0,138.0,0.0,0,Desserts,216.0,3
297.0,196.0,1.0,1,Desserts,451.0,3
496.0,120.0,0.0,0,Burgers,207.0,2
453.0,186.0,0.0,1,Burgers,471.0,2
301.0,111.0,0.0,0,Fries,190.0,4
268.0,71.0,0.0,0,Fries,127.0,4
362.0,114.0,0.0,0,Burgers,257.0,2
142.0,98.0,0.0,0,Desserts,202.0,3
343.0,135.0,0.0,0,Mcnuggets,329.0,5
388.0,179.0,0.0,1,Mcnuggets,340.0,5
292.0,120.0,0.0,0,Beverages,228.0,0
306.0,174.0,1.0,0,Beverages,451.0,0
432.0,177.0,0.0,1,Beverages,447.0,0
217.0,93.0,0.0,0,Fries,234.0,4
386.0,123.0,0.0,0,Mcnuggets,242.0,5
388.0,119.0,1.0,0,Desserts,353.0,3
368.0,148.0,0.0,0,Desserts,267.0,3
191.0,144.0,0.0,0,Burgers,226.0,2
221.0,178.0,1.0,0,Beverages,512.0,0
277.0,110.0,0.0,0,Burgers,269.0,2
190.0,129.0,0.0,0,Burgers,295.0,2
226.0,154.0,0.0,0,Burgers,312.0,2
242.0,98.0,0.0,0,Mcnuggets,240.0,5
274.0,142.0,0.0,1,Desserts,255.0,3
320.0,147.0,0.0,0,Desserts,245.0,3
212.0,199.0,0.0,1,Desserts,440.0,3
253.0,111.0,0.0,0,Burgers,290.0,2
294.0,99.0,0.0,0,Fries,225.0,4
253.0,162.0,0.0,1,Burgers,275.0,2
401.0,143.0,0.0,0,Fries,336.0,4
391.0,172.0,0.0,1,Burgers,276.0,2
330.0,134.0,1.0,0,Mcnuggets,304.0,5
342.0,141.0,0.0,1,Desserts,289.0,3
301.0,109.0,0.0,0,Mcnuggets,93.0,5
217.0,169.0,0.0,1,Burgers,340.0,2
395.0,144.0,0.0,1,Breakfast,331.0,1
438.0,150.0,1.0,0,Breakfast,351.0,1
381.0,145.0,0.0,0,Mcnuggets,262.0,5
367.0,156.0,0.0,1,Burgers,377.0,2
432.0,158.0,0.0,1,Burgers,378.0,2
266.0,101.0,0.0,0,Breakfast,213.0,1
117.0,187.0,1.0,1,Breakfast,467.0,1
270.0,122.0,0.0,0,Burgers,258.0,2
254.0,120.0,0.0,0,Mcnuggets,296.0,5
288.0,173.0,0.0,1,Fries,348.0,4
576.0,152.0,0.0,1,Fries,300.0,4
148.0,161.0,1.0,0,Breakfast,351.0,1
123.0,96.0,,0,Breakfast,220.0,1
340.0,141.0,0.0,0,Burgers,242.0,2
433.0,160.0,0.0,1,Burgers,347.0,2
294.0,123.0,1.0,0,Breakfast,274.0,1
466.0,125.0,0.0,0,Burgers,294.0,2
416.0,64.0,0.0,0,Desserts,90.0,3
358.0,150.0,1.0,1,Breakfast,258.0,1
353.0,176.0,0.0,1,Beverages,396.0,0
385.0,150.0,0.0,1,Desserts,300.0,3
308.0,185.0,1.0,0,Beverages,414.0,0
203.0,171.0,0.0,1,Mcnuggets,407.0,5
317.0,140.0,0.0,1,Beverages,291.0,0
288.0,117.0,0.0,0,Mcnuggets,245.0,5
348.0,104.0,0.0,0,Desserts,187.0,3
207.0,123.0,0.0,0,Burgers,213.0,2
510.0,126.0,0.0,0,Beverages,195.0,0
255.0,214.0,1.0,1,Mcnuggets,516.0,5
384.0,109.0,0.0,0,Desserts,208.0,3
375.0,145.0,0.0,0,Mcnuggets,313.0,5
230.0,196.0,1.0,0,Burgers,401.0,2
440.0,109.0,0.0,0,Burgers,194.0,2
198.0,222.0,1.0,1,Desserts,488.0,3
443.0,155.0,0.0,0,Burgers,377.0,2
273.0,180.0,1.0,0,Fries,301.0,4
363.0,106.0,0.0,0,Desserts,263.0,3
546.0,183.0,1.0,1,Burgers,504.0,2
233.0,141.0,0.0,0,Burgers,283.0,2
325.0,146.0,0.0,0,Burgers,333.0,2
292.0,155.0,0.0,1,Mcnuggets,253.0,5
242.0,138.0,0.0,0,Beverages,347.0,0
267.0,110.0,0.0,0,Mcnuggets,320.0,5
131.0,133.0,0.0,0,Mcnuggets,243.0,5
369.0,147.0,0.0,1,Fries,301.0,4
285.0,135.0,0.0,0,Beverages,247.0,0
346.0,112.0,0.0,0,Burgers,280.0,2
325.0,223.0,1.0,1,Mcnuggets,504.0,5
298.0,104.0,0.0,0,Breakfast,231.0,1
292.0,135.0,0.0,0,Mcnuggets,341.0,5
193.0,195.0,1.0,0,Burgers,363.0,2
222.0,121.0,0.0,0,Mcnuggets,274.0,5
211.0,112.0,0.0,0,Fries,263.0,4
294.0,155.0,1.0,0,Fries,323.0,4
314.0,169.0,1.0,0,Burgers,411.0,2
339.0,133.0,0.0,0,Breakfast,221.0,1
353.0,122.0,0.0,0,Beverages,279.0,0
384.0,143.0,0.0,0,Burgers,313.0,2
391.0,180.0,0.0,1,Burgers,338.0,2
381.0,105.0,0.0,0,Breakfast,235.0,1
283.0,161.0,1.0,0,Desserts,401.0,3
378.0,113.0,0.0,0,Beverages,276.0,0
424.0,120.0,0.0,1,Breakfast,242.0,1
316.0,83.0,0.0,0,Desserts,127.0,3
194.0,111.0,0.0,0,Burgers,224.0,2
244.0,118.0,0.0,0,Burgers,236.0,2
287.0,152.0,0.0,0,Fries,291.0,4
375.0,97.0,0.0,0,Breakfast,274.0,1
435.0,177.0,1.0,1,Burgers,458.0,2
293.0,200.0,1.0,1,Burgers,483.0,2
440.0,175.0,0.0,1,Burgers,314.0,2
263.0,158.0,0.0,1,Mcnuggets,327.0,5
142.0,145.0,0.0,0,Mcnuggets,382.0,5
407.0,149.0,1.0,0,Beverages,282.0,0
308.0,106.0,0.0,0,Burgers,203.0,2
314.0,231.0,1.0,1,Mcnuggets,549.0,5
425.0,127.0,0.0,0,Fries,202.0,4
312.0,149.0,0.0,0,Burgers,361.0,2
348.0,89.0,0.0,0,Beverages,168.0,0
375.0,101.0,0.0,0,Breakfast,195.0,1
171.0,113.0,0.0,0,Desserts,210.0,3
291.0,141.0,0.0,1,Burgers,423.0,2
335.0,159.0,0.0,1,Breakfast,289.0,1
265.0,162.0,0.0,1,Burgers,275.0,2
394.0,146.0,0.0,0,Burgers,227.0,2
377.0,134.0,0.0,1,Fries,281.0,4
276.0,194.0,0.0,0,Burgers,392.0,2
405.0,148.0,0.0,1,Breakfast,359.0,1
269.0,160.0,0.0,0,Mcnuggets,338.0,5
432.0,183.0,0.0,1,Burgers,348.0,2
206.0,171.0,1.0,0,Mcnuggets,358.0,5
252.0,120.0,0.0,0,Burgers,294.0,2
252.0,123.0,0.0,0,Burgers,265.0,2
458.0,159.0,0.0,1,Desserts,308.0,3
226.0,112.0,0.0,0,Beverages,233.0,0
263.0,146.0,0.0,0,Fries,311.0,4
253.0,152.0,0.0,0,Beverages,312.0,0
271.0,133.0,0.0,0,Mcnuggets,278.0,5
311.0,185.0,1.0,1,Mcnuggets,392.0,5
149.0,152.0,0.0,1,Breakfast,307.0,1
522.0,131.0,0.0,0,Beverages,159.0,0
333.0,174.0,0.0,1,Mcnuggets,435.0,5
223.0,169.0,1.0,0,Fries,423.0,4
291.0,95.0,0.0,0,Beverages,252.0,0
128.0,109.0,0.0,0,Fries,315.0,4
291.0,163.0,0.0,0,Beverages,433.0,0
228.0,73.0,0.0,0,Breakfast,185.0,1
205.0,135.0,1.0,0,Desserts,370.0,3
163.0,104.0,0.0,0,Mcnuggets,119.0,5
342.0,182.0,0.0,0,Beverages,353.0,0
256.0,163.0,0.0,0,Fries,356.0,4
530.0,192.0,1.0,1,Beverages,453.0,0
541.0,191.0,0.0,1,Mcnuggets,437.0,5
134.0,160.0,1.0,0,Desserts,411.0,3
256.0,134.0,0.0,0,Beverages,325.0,0
202.0,121.0,0.0,0,Beverages,256.0,0
156.0,215.0,1.0,1,Burgers,515.0,2
181.0,204.0,1.0,1,Fries,525.0,4
223.0,159.0,1.0,1,Desserts,356.0,3
213.0,173.0,0.0,0,Burgers,337.0,2
432.0,129.0,0.0,0,Burgers,216.0,2
209.0,126.0,0.0,0,Breakfast,381.0,1
262.0,90.0,0.0,0,Desserts,181.0,3
229.0,132.0,0.0,0,Beverages,280.0,0
331.0,164.0,1.0,0,Burgers,367.0,2
219.0,140.0,0.0,1,Beverages,293.0,0
420.0,176.0,1.0,0,Beverages,351.0,0
422.0,172.0,1.0,0,Burgers,386.0,2
301.0,172.0,0.0,1,Burgers,403.0,2
200.0,149.0,1.0,0,Desserts,365.0,3
378.0,183.0,1.0,0,Burgers,388.0,2
377.0,132.0,0.0,0,Burgers,209.0,2
234.0,121.0,0.0,0,Fries,276.0,4
357.0,141.0,0.0,0,Beverages,317.0,0
188.0,130.0,0.0,0,Fries,289.0,4
322.0,169.0,1.0,0,Beverages,387.0,0
492.0,106.0,0.0,0,Fries,264.0,4
226.0,162.0,1.0,0,Burgers,355.0,2
421.0,152.0,0.0,1,Mcnuggets,393.0,5
253.0,140.0,1.0,0,Desserts,309.0,3
403.0,148.0,0.0,0,Breakfast,323.0,1
332.0,89.0,0.0,0,Fries,194.0,4
474.0,127.0,0.0,0,Burgers,233.0,2
524.0,172.0,0.0,1,Beverages,327.0,0
312.0,121.0,0.0,0,Burgers,293.0,2
372.0,168.0,0.0,1,Fries,320.0,4
318.0,96.0,0.0,0,Beverages,152.0,0
438.0,145.0,1.0,0,Fries,266.0,4
340.0,163.0,0.0,1,Burgers,334.0,2
362.0,135.0,0.0,0,Fries,259.0,4
306.0,183.0,1.0,0,Beverages,403.0,0
370.0,141.0,1.0,0,Breakfast,304.0,1
197.0,136.0,1.0,0,Fries,344.0,4
179.0,110.0,0.0,0,Mcnuggets,240.0,5
274.0,184.0,1.0,0,Mcnuggets,408.0,5
257.0,93.0,0.0,0,Desserts,171.0,3
306.0,149.0,0.0,0,Breakfast,334.0,1
415.0,134.0,0.0,0,Burgers,265.0,2
204.0,119.0,0.0,0,Fries,300.0,4
301.0,113.0,0.0,0,Mcnuggets,237.0,5
559.0,160.0,1.0,0,Desserts,290.0,3
146.0,153.0,0.0,1,Breakfast,360.0,1
238.0,176.0,1.0,1,Desserts,476.0,3
275.0,141.0,0.0,1,Mcnuggets,278.0,5
148.0,152.0,0.0,0,Burgers,346.0,2
403.0,119.0,0.0,0,Desserts,218.0,3
346.0,88.0,0.0,0,Fries,181.0,4
223.0,84.0,0.0,0,Fries,166.0,4
304.0,136.0,0.0,0,Desserts,250.0,3
330.0,144.0,0.0,1,Desserts,287.0,3
215.0,149.0,1.0,0,Mcnuggets,391.0,5
256.0,176.0,1.0,1,Burgers,402.0,2
268.0,126.0,0.0,0,Mcnuggets,278.0,5
226.0,159.0,,0,Burgers,342.0,2
261.0,148.0,0.0,1,Breakfast,290.0,1
313.0,135.0,0.0,0,Beverages,300.0,0
237.0,142.0,0.0,1,Burgers,339.0,2
336.0,143.0,0.0,0,Mcnuggets,406.0,5
257.0,113.0,0.0,0,Beverages,239.0,0
212.0,195.0,1.0,0,Burgers,372.0,2
332.0,130.0,0.0,0,Fries,267.0,4
287.0,144.0,1.0,0,Beverages,424.0,0
379.0,132.0,0.0,0,Beverages,338.0,0
278.0,180.0,1.0,1,Breakfast,431.0,1
208.0,134.0,0.0,1,Desserts,335.0,3
211.0,174.0,1.0,0,Breakfast,356.0,1
383.0,195.0,1.0,0,Breakfast,418.0,1
431.0,205.0,1.0,1,Fries,560.0,4
319.0,142.0,0.0,1,Mcnuggets,233.0,5
311.0,104.0,0.0,0,Fries,180.0,4
279.0,166.0,0.0,1,Burgers,366.0,2
505.0,117.0,0.0,0,Fries,194.0,4
205.0,206.0,1.0,0,Burgers,492.0,2
406.0,180.0,1.0,0,Mcnuggets,378.0,5
257.0,142.0,0.0,0,Mcnuggets,270.0,5
239.0,108.0,0.0,0,Beverages,256.0,0
298.0,83.0,0.0,0,Breakfast,111.0,1
278.0,98.0,0.0,0,Desserts,255.0,3
374.0,143.0,0.0,1,Breakfast,318.0,1
368.0,99.0,0.0,0,Fries,185.0,4
225.0,106.0,0.0,0,Breakfast,214.0,1
173.0,174.0,1.0,0,Burgers,403.0,2
347.0,96.0,0.0,0,Fries,200.0,4
215.0,121.0,0.0,0,Mcnuggets,214.0,5
113.0,159.0,1.0,0,Desserts,274.0,3
302.0,105.0,0.0,0,Burgers,181.0,2
322.0,145.0,1.0,0,Breakfast,216.0,1
377.0,155.0,1.0,0,Breakfast,335.0,1
358.0,132.0,0.0,0,Burgers,238.0,2
342.0,167.0,0.0,1,Fries,370.0,4
423.0,112.0,0.0,0,Mcnuggets,289.0,5
341.0,98.0,0.0,0,Breakfast,173.0,1
281.0,119.0,0.0,0,Desserts,224.0,3
316.0,164.0,1.0,0,Breakfast,344.0,1
384.0,149.0,1.0,0,Burgers,365.0,2
434.0,167.0,1.0,0,Mcnuggets,363.0,5
262.0,124.0,0.0,0,Burgers,248.0,2
377.0,131.0,0.0,1,Beverages,274.0,0
233.0,136.0,0.0,0,Fries,292.0,4
355.0,187.0,0.0,1,Burgers,371.0,2
360.0,89.0,0.0,0,Breakfast,178.0,1
299.0,161.0,1.0,0,Breakfast,345.0,1
156.0,150.0,1.0,0,Breakfast,289.0,1
348.0,166.0,,1,Mcnuggets,321.0,5
159.0,150.0,1.0,0,Breakfast,286.0,1
394.0,79.0,0.0,0,Fries,157.0,4
370.0,105.0,0.0,0,Mcnuggets,260.0,5
333.0,162.0,1.0,0,Burgers,343.0,2
349.0,137.0,0.0,0,Fries,291.0,4
357.0,172.0,0.0,1,Burgers,404.0,2
215.0,128.0,0.0,0,Desserts,268.0,3
332.0,159.0,0.0,0,Fries,435.0,4
310.0,122.0,0.0,0,Burgers,208.0,2
469.0,128.0,0.0,0,Desserts,354.0,3
263.0,104.0,0.0,0,Burgers,169.0,2
419.0,158.0,1.0,0,Mcnuggets,351.0,5
431.0,113.0,0.0,0,Beverages,283.0,0
186.0,110.0,0.0,0,Fries,248.0,4
199.0,129.0,0.0,0,Fries,242.0,4
435.0,160.0,0.0,1,Mcnuggets,351.0,5
198.0,110.0,0.0,0,Fries,243.0,4
223.0,137.0,0.0,0,Mcnuggets,239.0,5
314.0,120.0,0.0,0,Beverages,271.0,0
393.0,117.0,0.0,0,Beverages,211.0,0
423.0,147.0,0.0,0,Breakfast,344.0,1
268.0,106.0,,0,Fries,209.0,4
168.0,158.0,0.0,1,Mcnuggets,374.0,5
365.0,152.0,0.0,1,Mcnuggets,370.0,5
415.0,177.0,1.0,1,Burgers,457.0,2
226.0,127.0,0.0,0,Beverages,233.0,0
439.0,181.0,0.0,1,Burgers,397.0,2
325.0,135.0,0.0,0,Fries,299.0,4
330.0,146.0,1.0,0,Burgers,354.0,2
413.0,144.0,0.0,1,Breakfast,254.0,1
318.0,133.0,0.0,0,Beverages,265.0,0
275.0,147.0,0.0,0,Beverages,320.0,0
153.0,175.0,1.0,0,Mcnuggets,455.0,5
416.0,167.0,1.0,0,Desserts,409.0,3
218.0,135.0,0.0,1,Desserts,287.0,3
267.0,185.0,1.0,0,Burgers,382.0,2
220.0,147.0,0.0,1,Desserts,332.0,3
419.0,114.0,0.0,0,Beverages,252.0,0
359.0,193.0,0.0,1,Beverages,430.0,0
240.0,195.0,1.0,0,Burgers,393.0,2
278.0,148.0,0.0,0,Beverages,340.0,0
537.0,183.0,0.0,1,Desserts,432.0,3
211.0,124.0,0.0,0,Beverages,183.0,0
195.0,130.0,1.0,0,Breakfast,319.0,1
168.0,172.0,1.0,0,Fries,392.0,4
358.0,107.0,0.0,0,Beverages,250.0,0
523.0,132.0,0.0,0,Beverages,216.0,0
294.0,141.0,0.0,1,Mcnuggets,265.0,5
310.0,108.0,0.0,0,Desserts,169.0,3
323.0,150.0,0.0,1,Burgers,272.0,2
221.0,142.0,1.0,0,Desserts,351.0,3
459.0,148.0,1.0,0,Desserts,306.0,3
326.0,209.0,1.0,1,Fries,493.0,4
289.0,153.0,1.0,0,Burgers,287.0,2
288.0,145.0,0.0,1,Burgers,373.0,2
470.0,121.0,0.0,0,Mcnuggets,193.0,5
404.0,101.0,0.0,0,Burgers,198.0,2
221.0,147.0,1.0,0,Fries,379.0,4
270.0,176.0,1.0,0,Burgers,443.0,2
161.0,165.0,0.0,0,Burgers,267.0,2
416.0,155.0,0.0,1,Fries,280.0,4
273.0,117.0,1.0,0,Beverages,320.0,0
