Date,Day_of_Week,Food_Category,Weather,Is_Holiday,Is_Weekend,Promotion,Average_Price,Previous_Day_Sales,Customers,Sales
2024-11-09,Saturday,McNuggets,Rainy,0,1,0.0,134.65,275.0,141.0,278.0
2028-12-01,Friday,Burgers,Rainy,1,0,0.0,118.85,148.0,152.0,346.0
2026-03-25,Wednesday,Desserts,Cloudy,0,0,0.0,113.38,403.0,119.0,218.0
2027-06-23,Wednesday,Fries,Rainy,0,0,0.0,86.02,346.0,88.0,181.0
2026-08-05,Wednesday,Beverages,Cold,0,0,1.0,78.78,419.0,180.0,
2024-12-06,Friday,Fries,Cloudy,0,0,0.0,106.5,223.0,84.0,166.0
2022-02-23,Wednesday,Desserts,Sunny,0,0,0.0,72.05,304.0,136.0,250.0
2028-10-08,Sunday,Desserts,Sunny,0,1,0.0,119.9,330.0,144.0,287.0
2022-09-16,Friday,McNuggets,,0,0,1.0,151.99,215.0,149.0,391.0
2023-05-21,Sunday,Burgers,Rainy,0,1,1.0,147.09,256.0,176.0,402.0
2024-01-23,Tuesday,McNuggets,Cloudy,0,0,0.0,129.35,268.0,126.0,278.0
2027-08-06,Friday,Burgers,Rainy,0,0,,166.99,226.0,159.0,342.0
2022-08-06,Saturday,Breakfast,Sunny,0,1,0.0,133.76,261.0,148.0,290.0
2024-04-04,Thursday,Beverages,Sunny,0,0,0.0,72.17,313.0,135.0,300.0
2026-04-25,Saturday,Burgers,Cloudy,0,1,0.0,182.08,237.0,142.0,339.0
2027-06-28,Monday,Fries,Hot,0,0,0.0,57.88,435.0,160.0,331.0
2029-08-01,Wednesday,McNuggets,Cold,1,0,0.0,91.77,336.0,143.0,406.0
2025-10-21,Tuesday,Beverages,Sunny,0,0,0.0,94.13,257.0,113.0,239.0
2028-12-08,Friday,Burgers,Hot,0,0,1.0,120.09,212.0,195.0,372.0
2025-06-20,Friday,Fries,Rainy,0,0,0.0,80.91,332.0,130.0,267.0
2028-10-31,Tuesday,Beverages,Cloudy,0,0,1.0,75.09,287.0,144.0,424.0
2026-11-06,Friday,Beverages,Sunny,0,0,0.0,70.99,379.0,132.0,338.0
2024-02-11,Sunday,Breakfast,Cold,0,1,1.0,93.72,278.0,180.0,431.0
2029-10-07,Sunday,Desserts,Cold,0,1,0.0,91.21,208.0,134.0,335.0
2026-12-23,Wednesday,Breakfast,Hot,0,0,1.0,119.02,211.0,174.0,356.0
2029-06-11,Monday,Breakfast,Sunny,0,0,1.0,87.69,383.0,195.0,418.0
2024-12-21,Saturday,Beverages,Sunny,0,1,0.0,78.68,226.0,147.0,301.0
2026-11-14,Saturday,Fries,Sunny,0,1,1.0,98.68,431.0,205.0,560.0
2026-05-10,Sunday,McNuggets,Rainy,0,1,0.0,152.14,319.0,142.0,233.0
2025-08-18,Monday,Fries,Cold,0,0,0.0,68.33,311.0,104.0,180.0
2029-05-26,Saturday,Burgers,Rainy,0,1,0.0,118.53,279.0,166.0,366.0
2026-06-02,Tuesday,Fries,cloudy,0,0,0.0,74.16,505.0,117.0,194.0
2029-01-30,Tuesday,Burgers,Cloudy,0,0,1.0,143.14,205.0,206.0,492.0
2029-04-24,Tuesday,McNuggets,Hot,0,0,1.0,116.94,406.0,180.0,378.0
2028-06-22,Thursday,McNuggets,,0,0,0.0,109.53,257.0,142.0,270.0
2026-10-06,Tuesday,Beverages,Rainy,0,0,0.0,55.73,239.0,108.0,256.0
2026-10-07,Wednesday,Breakfast,Rainy,0,0,0.0,81.58,298.0,83.0,111.0
2029-10-31,Wednesday,Desserts,Cloudy,0,0,0.0,113.74,278.0,98.0,255.0
2025-03-09,Sunday,Breakfast,Cloudy,0,1,0.0,97.42,374.0,143.0,318.0
2024-08-21,Wednesday,Fries,Rainy,0,0,0.0,85.25,368.0,99.0,185.0
2030-01-15,Tuesday,Breakfast,Rainy,1,0,0.0,125.46,225.0,106.0,214.0
2026-09-18,Friday,Burgers,Sunny,0,0,1.0,128.49,173.0,174.0,403.0
2023-02-03,Friday, fries,Sunny,0,0,0.0,104.18,347.0,96.0,200.0
2023-08-08,Tuesday,McNuggets,Cloudy,0,0,0.0,165.5,215.0,121.0,214.0
2024-08-06,Tuesday,Desserts,Sunny,0,0,1.0,85.8,113.0,159.0,274.0
2023-12-06,Wednesday,Burgers,Cold,0,0,0.0,137.69,302.0,105.0,181.0
2023-03-08,Wednesday,Breakfast,Cold,0,0,1.0,83.22,322.0,145.0,216.0
2022-10-20,Thursday,Breakfast,Cloudy,0,0,1.0,107.68,377.0,155.0,335.0
2022-05-26,Thursday,Burgers,Cloudy,0,0,0.0,142.88,358.0,132.0,238.0
2022-11-20,Sunday,Fries,Rainy,0,1,0.0,78.58,342.0,167.0,370.0
2028-12-18,Monday,McNuggets,Hot,0,0,0.0,128.5,423.0,112.0,289.0
2025-03-11,Tuesday,Breakfast,Cloudy,0,0,0.0,78.79,341.0,98.0,173.0
2025-12-23,Tuesday,Desserts,Hot,0,0,0.0,108.45,281.0,119.0,224.0
2022-01-03,Monday,Breakfast,Sunny,0,0,1.0,120.74,316.0,164.0,344.0
2023-07-31,Monday,Burgers,Sunny,0,0,1.0,167.43,384.0,149.0,365.0
2028-05-17,Wednesday,McNuggets,Cloudy,0,0,1.0,156.95,434.0,167.0,363.0
2022-12-06,Tuesday,Burgers,Rainy,0,0,0.0,146.88,262.0,124.0,248.0
2027-01-17,Sunday,Beverages,Cloudy,0,1,0.0,92.77,377.0,131.0,274.0
2029-11-08,Thursday,Fries,Hot,0,0,0.0,89.58,233.0,136.0,292.0
2024-07-14,Sunday,Burgers,Sunny,0,1,0.0,117.35,355.0,187.0,371.0
2022-09-23,Friday,Breakfast,Sunny,0,0,0.0,73.13,360.0,89.0,178.0
2023-01-12,Thursday,Breakfast,Hot,0,0,1.0,118.67,299.0,161.0,345.0
2027-04-09,Friday,Breakfast,Sunny,0,0,1.0,122.51,156.0,150.0,289.0
2026-01-03,Saturday,McNuggets,Sunny,0,1,,162.92,348.0,166.0,321.0
2022-09-29,Thursday,Breakfast,Sunny,0,0,1.0,106.53,159.0,150.0,286.0
2023-11-28,Tuesday,Fries,Cold,0,0,0.0,67.7,394.0,79.0,157.0
2027-08-18,Wednesday,McNuggets,sunny,0,0,0.0,117.71,370.0,105.0,260.0
2022-09-02,Friday,Burgers,Rainy,0,0,1.0,149.4,333.0,162.0,343.0
2029-10-18,Thursday,Fries,Hot,0,0,0.0,99.77,349.0,137.0,291.0
2023-04-22,Saturday,Burgers,Cold,0,1,0.0,188.31,357.0,172.0,404.0
2026-10-21,Wednesday,Desserts,Hot,0,0,0.0,60.79,215.0,128.0,268.0
2027-01-15,Friday,Fries,Cold,1,0,0.0,102.0,332.0,159.0,435.0
2027-03-25,Thursday,Burgers,Cloudy,0,0,0.0,128.4,310.0,122.0,208.0
2026-10-02,Friday,Desserts,Sunny,0,0,0.0,64.7,469.0,128.0,354.0
2029-09-18,Tuesday,Burgers,Rainy,0,0,0.0,127.73,263.0,104.0,169.0
2030-03-08,Friday,McNuggets,Rainy,0,0,1.0,151.98,419.0,158.0,351.0
2027-06-11,Friday,Beverages,Rainy,0,0,0.0,47.37,431.0,113.0,283.0
2030-02-22,Friday,Fries,Sunny,0,0,0.0,63.7,186.0,110.0,248.0
2022-09-08,Thursday,Fries,Cloudy,0,0,0.0,57.33,199.0,129.0,242.0
2023-02-18,Saturday,McNuggets,Cloudy,0,1,0.0,98.83,435.0,160.0,351.0
2023-06-30,Friday,Fries,Sunny,0,0,0.0,60.9,198.0,110.0,243.0
2025-04-08,Tuesday,McNuggets,Hot,0,0,0.0,161.09,223.0,137.0,239.0
2024-01-09,Tuesday,Beverages,Hot,0,0,0.0,62.15,314.0,120.0,271.0
2022-11-07,Monday,Beverages,Rainy,0,0,0.0,59.57,393.0,117.0,211.0
2026-10-15,Thursday,Breakfast,Cloudy,1,0,0.0,101.58,423.0,147.0,344.0
2024-06-12,Wednesday,Fries,Cloudy,0,0,,94.54,268.0,106.0,209.0
2025-02-05,Wednesday,Beverages,Sunny,0,0,0.0,57.78,248.0,93.0,1086.0
2025-12-20,Saturday,McNuggets,Hot,0,1,0.0,169.5,168.0,158.0,374.0
2030-01-20,Sunday,McNuggets,Sunny,0,1,0.0,100.31,365.0,152.0,370.0
2022-01-16,Sunday,Burgers,Cloudy,0,1,1.0,115.94,415.0,177.0,457.0
2027-07-08,Thursday,Beverages,Sunny,0,0,0.0,93.12,226.0,127.0,233.0
2023-12-23,Saturday,Burgers,Hot,0,1,0.0,146.99,439.0,181.0,397.0
2025-11-21,Friday,Fries,Sunny,0,0,0.0,65.31,325.0,135.0,299.0
2029-04-20,Friday,Burgers,Rainy,0,0,1.0,155.94,330.0,146.0,354.0
2024-09-08,Sunday,Breakfast,Hot,0,1,0.0,112.23,413.0,144.0,254.0
2028-04-07,Friday,Beverages,Sunny,0,0,0.0,69.22,318.0,133.0,265.0
2026-03-20,Friday,Beverages,Sunny,0,0,0.0,71.35,275.0,147.0,320.0
2029-01-05,Friday,McNuggets,Cold,0,0,1.0,110.3,153.0,175.0,455.0
2026-03-31,Tuesday,Desserts,Cold,0,0,1.0,80.48,416.0,167.0,409.0
2028-09-17,Sunday,Desserts,Sunny,0,1,0.0,93.53,218.0,135.0,287.0
2022-12-30,Friday,Beverages,Sunny,0,0,0.0,55.67,262.0,137.0,297.0
2024-09-09,Monday,Burgers,Sunny,0,0,1.0,134.96,267.0,185.0,382.0
2022-07-02,Saturday,Desserts,Cloudy,0,1,0.0,57.98,220.0,147.0,332.0
2024-09-12,Thursday,Beverages,Cold,0,0,0.0,75.7,419.0,114.0,252.0
2027-08-14,Saturday,Beverages,Hot,0,1,0.0,52.34,359.0,193.0,430.0
2025-04-09,Wednesday,Burgers,Rainy,0,0,1.0,128.15,240.0,195.0,393.0
2022-05-26,Thursday,Burgers,Cloudy,0,0,0.0,142.88,358.0,132.0,238.0
2029-08-24,Friday,Beverages,Cold,0,0,0.0,99.56,278.0,148.0,340.0
2025-01-26,Sunday,Desserts,Cloudy,1,1,0.0,67.46,537.0,183.0,432.0
2022-07-07,Thursday,Beverages,Cloudy,0,0,0.0,45.0,211.0,124.0,183.0
2023-09-12,Tuesday,Breakfast,Sunny,0,0,1.0,83.33,195.0,130.0,319.0
2026-07-29,Wednesday,Fries,Cloudy,0,0,1.0,104.99,168.0,172.0,392.0
2025-03-21,Friday,Beverages,Cold,0,0,0.0,48.57,358.0,107.0,250.0
2025-03-28,Friday,McNuggets,Rainy,0,0,1.0,121.03,140.0,159.0,348.0
2028-08-09,Wednesday,Beverages,Hot,0,0,0.0,49.0,523.0,132.0,216.0
2028-02-06,Sunday,McNuggets,Cold,0,1,0.0,165.42,294.0,,265.0
2023-09-07,Thursday,Desserts,Cloudy,0,0,0.0,118.79,310.0,108.0,169.0
2026-02-22,Sunday,Burgers,Rainy,0,1,0.0,145.4,323.0,150.0,272.0
2026-01-06,Tuesday,Desserts,Sunny,0,0,1.0,79.68,221.0,142.0,351.0
2023-02-06,Monday,Desserts,Sunny,0,0,1.0,70.58,459.0,148.0,306.0
2024-09-21,Saturday,Fries,Cloudy,0,1,1.0,61.85,326.0,209.0,493.0
2024-07-23,Tuesday,Burgers,Cloudy,0,0,1.0,134.28,289.0,153.0,287.0
2023-01-07,Saturday,Burgers,Rainy,0,1,0.0,125.34,288.0,145.0,373.0
2029-08-27,Monday,McNuggets,Hot,0,0,0.0,159.76,470.0,121.0,193.0
2028-02-01,Tuesday,Burgers,Sunny,0,0,0.0,171.19,404.0,101.0,198.0
2023-08-17,Thursday,Fries,Rainy,0,0,1.0,76.83,221.0,147.0,379.0
2029-02-28,Wednesday,Burgers,Hot,0,0,1.0,172.86,270.0,176.0,443.0
2023-12-28,Thursday,Burgers,Sunny,0,0,0.0,175.68,161.0,165.0,267.0
2024-04-06,Saturday,Fries,Cloudy,0,1,0.0,81.16,416.0,155.0,280.0
2028-01-12,Wednesday,Beverages,Rainy,0,0,1.0,78.36,273.0,117.0,320.0
2023-11-19,Sunday,Fries,Cloudy,0,1,0.0,71.39,404.0,130.0,325.0
2028-02-21,Monday,McNuggets,Cloudy,0,0,0.0,103.68,331.0,117.0,256.0
2022-05-17,Tuesday,Beverages,Hot,0,0,0.0,81.35,279.0,98.0,158.0
2029-01-24,Wednesday,Burgers,,0,0,0.0,118.72,244.0,136.0,317.0
2023-09-21,Thursday,Burgers,Hot,0,0,0.0,113.81,92.0,173.0,405.0
2022-12-01,Thursday,Burgers,Cold,1,0,0.0,140.92,320.0,156.0,368.0
2023-01-26,Thursday,Desserts,Cloudy,1,0,0.0,,306.0,131.0,314.0
2028-05-26,Friday,Fries,Rainy,0,0,0.0,64.8,390.0,115.0,235.0
2025-01-14,Tuesday,Burgers,Rainy,0,0,0.0,123.41,312.0,129.0,286.0
2030-01-02,Wednesday,Burgers,Rainy,0,0,1.0,188.35,252.0,,385.0
2029-12-21,Friday,Burgers,Cold,0,0,1.0,158.26,337.0,158.0,319.0
2023-12-12,Tuesday,Breakfast,Sunny,0,0,0.0,83.16,392.0,113.0,250.0
2024-11-05,Tuesday,Fries,Rainy,0,0,0.0,60.49,168.0,105.0,228.0
2028-07-22,Saturday,Desserts,Rainy,0,1,1.0,105.15,360.0,194.0,382.0
2027-03-27,Saturday,Desserts,Rainy,0,1,0.0,95.59,335.0,135.0,270.0
2029-03-12,Monday,McNuggets,Cloudy,0,0,1.0,128.85,415.0,181.0,452.0
2026-04-11,Saturday,Fries,Sunny,0,1,0.0,107.7,348.0,144.0,285.0
2029-12-01,Saturday,McNuggets,Rainy,1,1,1.0,94.45,196.0,230.0,536.0
2026-05-14,Thursday,McNuggets,Cloudy,0,0,0.0,158.78,395.0,152.0,302.0
2029-11-22,Thursday,Burgers,Cloudy,0,0,0.0,123.58,281.0,91.0,203.0
2028-12-26,Tuesday,Burgers,Cloudy,1,0,0.0,167.93,489.0,160.0,352.0
2025-01-17,Friday,Fries,Sunny,0,0,0.0,93.74,373.0,164.0,320.0
2023-04-11,Tuesday,Fries,Rainy,0,0,0.0,107.51,314.0,93.0,151.0
2026-04-10,Friday,Fries,Rainy,0,0,1.0,61.48,396.0,143.0,377.0
2025-05-08,Thursday,Desserts,Hot,0,0,0.0,68.23,233.0,111.0,226.0
2028-05-03,Wednesday,Desserts,Cloudy,0,0,0.0,116.14,246.0,110.0,186.0
2022-12-08,Thursday,Beverages,Rainy,0,0,0.0,74.78,262.0,96.0,175.0
2028-07-04,Tuesday,Fries,Rainy,0,0,0.0,95.94,237.0,88.0,210.0
2026-02-17,Tuesday,McNuggets,Rainy,0,0,0.0,147.04,229.0,57.0,133.0
2025-01-09,Thursday,Desserts,Sunny,0,0,0.0,99.21,194.0,123.0,180.0
2023-10-23,Monday,Fries,Cloudy,0,0,0.0,85.81,422.0,106.0,150.0
2022-12-05,Monday,Beverages,Rainy,0,0,0.0,62.08,252.0,128.0,270.0
2022-08-04,Thursday,Fries,Sunny,0,0,1.0,73.12,455.0,158.0,291.0
2026-06-04,Thursday,McNuggets,Cloudy,0,0,0.0,130.9,245.0,134.0,325.0
2027-06-04,Friday,Burgers,Cold,0,0,0.0,165.41,329.0,86.0,224.0
2028-12-20,Wednesday,Beverages,Sunny,0,0,0.0,,319.0,148.0,333.0
2029-10-09,Tuesday,Breakfast,Rainy,0,0,1.0,76.53,255.0,122.0,346.0
2026-05-12,Tuesday,Burgers,Cloudy,0,0,1.0,142.73,434.0,175.0,408.0
2027-03-13,Saturday,Burgers,Sunny,0,1,0.0,127.28,475.0,178.0,392.0
2026-10-10,Saturday,Burgers,Cold,0,1,0.0,152.13,307.0,175.0,360.0
2028-12-28,Thursday,Desserts,Rainy,0,0,0.0,97.54,184.0,101.0,190.0
2024-03-27,Wednesday,McNuggets,Cloudy,0,0,0.0,137.68,246.0,123.0,259.0
2024-12-03,Tuesday,Burgers,Cold,0,0,0.0,170.17,137.0,163.0,298.0
2029-07-29,Sunday,Beverages,Sunny,0,1,1.0,59.13,464.0,211.0,479.0
2022-10-02,Sunday,Beverages,Hot,0,1,0.0,84.57,418.0,170.0,311.0
2028-03-22,Wednesday,Beverages,Sunny,0,0,0.0,75.99,214.0,159.0,305.0
2024-05-15,Wednesday,Beverages,Cloudy,0,0,0.0,45.28,291.0,98.0,141.0
2022-04-12,Tuesday,McNuggets,Hot,0,0,1.0,153.36,307.0,171.0,449.0
2026-02-10,Tuesday,Beverages,Cloudy,0,0,1.0,46.45,228.0,176.0,466.0
2027-12-17,Friday,Fries,Cold,0,0,0.0,88.01,216.0,155.0,331.0
2022-06-21,Tuesday,Burgers,Sunny,0,0,0.0,178.43,260.0,154.0,323.0
2022-04-18,Monday,Breakfast,Sunny,0,0,0.0,126.79,354.0,102.0,164.0
2029-11-27,Tuesday,Beverages,Cold,0,0,0.0,61.38,345.0,128.0,208.0
2026-03-02,Monday,Desserts,Rainy,0,0,0.0,97.52,472.0,107.0,242.0
2022-10-10,Monday,Fries,Hot,0,0,1.0,94.68,304.0,191.0,470.0
2028-02-08,Tuesday,Fries,Rainy,0,0,0.0,79.21,226.0,98.0,174.0
2027-07-14,Wednesday,Desserts,Rainy,0,0,0.0,99.19,337.0,77.0,113.0
2028-07-05,Wednesday,Breakfast,Cloudy,0,0,0.0,102.69,206.0,105.0,219.0
2030-03-11,Monday,Breakfast,Cloudy,0,0,0.0,80.89,335.0,77.0,163.0
2030-01-13,Sunday,McNuggets,Cloudy,0,1,0.0,121.04,312.0,155.0,287.0
2029-11-24,Saturday,Burgers,Cloudy,0,1,1.0,167.46,273.0,205.0,526.0
2029-04-13,Friday,McNuggets,Rainy,0,0,1.0,113.9,306.0,167.0,415.0
2029-02-20,Tuesday,Fries,Cold,0,0,0.0,64.19,312.0,115.0,231.0
2028-11-05,Sunday,Breakfast,Cloudy,0,1,0.0,91.58,263.0,131.0,251.0
2022-10-23,Sunday,Beverages,Sunny,0,1,1.0,94.62,507.0,189.0,530.0
2023-12-14,Thursday,Beverages,Rainy,0,0,1.0,59.18,169.0,110.0,290.0
2022-03-14,Monday,Burgers,Cloudy,0,0,0.0,143.83,370.0,116.0,279.0
2027-07-10,Saturday,Fries,Sunny,0,1,0.0,,461.0,154.0,344.0
2028-04-16,Sunday,Burgers,Rainy,0,1,0.0,120.55,394.0,123.0,339.0
2029-02-06,Tuesday,Beverages,Cold,0,0,1.0,61.19,414.0,167.0,354.0
2025-04-13,Sunday,Breakfast,Cloudy,0,1,1.0,84.1,457.0,176.0,333.0
2023-04-27,Thursday,McNuggets,Rainy,0,0,0.0,113.3,313.0,98.0,189.0
2028-02-24,Thursday,Beverages,Rainy,0,0,0.0,87.53,196.0,91.0,107.0
2026-03-11,Wednesday,Fries,Sunny,0,0,0.0,96.16,319.0,116.0,212.0
2029-01-29,Monday,McNuggets,Sunny,0,0,0.0,143.1,407.0,89.0,216.0
2026-02-23,Monday,Burgers,Rainy,0,0,0.0,161.76,261.0,129.0,251.0
2030-03-15,Friday,Desserts,Rainy,0,0,0.0,50.33,250.0,77.0,168.0
2026-01-30,Friday,Fries,Sunny,0,0,0.0,68.56,355.0,,287.0
2025-03-17,Monday,Desserts,Cold,0,0,1.0,59.79,442.0,171.0,399.0
2028-10-17,Tuesday,Desserts,Sunny,0,0,0.0,77.24,301.0,134.0,279.0
2027-10-17,Sunday,Burgers,Rainy,0,1,0.0,180.13,289.0,149.0,347.0
2028-04-17,Monday,Burgers,Cloudy,0,0,0.0,163.15,310.0,145.0,304.0
2028-02-22,Tuesday,Desserts,Cold,0,0,0.0,79.81,254.0,87.0,128.0
2028-04-18,Tuesday,Fries,Sunny,0,0,1.0,66.77,295.0,192.0,490.0
2023-02-10,Friday,Desserts,Hot,0,0,1.0,78.5,221.0,155.0,287.0
2024-01-28,Sunday,Beverages,Cloudy,0,1,0.0,99.54,483.0,151.0,274.0
2029-12-30,Sunday,Fries,Sunny,0,1,0.0,100.27,365.0,168.0,425.0
2028-01-21,Friday,Breakfast,Sunny,0,0,1.0,119.73,264.0,139.0,385.0
2027-04-25,Sunday,Burgers,Cloudy,0,1,0.0,159.79,419.0,177.0,329.0
2022-04-08,Friday,Beverages,Sunny,0,0,1.0,49.74,210.0,138.0,367.0
2025-08-26,Tuesday,Desserts,Rainy,1,0,0.0,98.58,471.0,142.0,376.0
2028-08-14,Monday,Burgers,Cloudy,0,0,0.0,140.06,464.0,141.0,350.0
2024-01-14,Sunday,Beverages,Sunny,0,1,1.0,82.62,252.0,220.0,548.0
2024-03-17,Sunday,Desserts,Cloudy,0,1,1.0,101.72,442.0,182.0,434.0
2029-09-03,Monday,Desserts,,0,0,0.0,76.14,377.0,88.0,1015.0
2027-05-15,Saturday,Burgers,Cloudy,0,1,1.0,135.2,114.0,217.0,529.0
2028-12-05,Tuesday,McNuggets,Cloudy,0,0,1.0,167.71,256.0,123.0,235.0
2026-03-16,Monday,Burgers,Rainy,0,0,1.0,144.23,514.0,157.0,321.0
2028-10-07,Saturday,Desserts,Cloudy,0,1,0.0,65.08,222.0,137.0,335.0
2027-11-03,Wednesday,Beverages,Sunny,0,0,1.0,62.82,306.0,185.0,448.0
2022-05-29,Sunday,Burgers,Hot,0,1,0.0,142.74,371.0,135.0,304.0
2027-01-08,Friday,Breakfast,Sunny,0,0,1.0,87.88,182.0,137.0,282.0
2027-09-11,Saturday,Breakfast,Cloudy,0,1,0.0,127.34,190.0,145.0,363.0
2027-05-21,Friday,Burgers,Cold,0,0,0.0,121.96,238.0,120.0,235.0
2025-08-08,Friday,McNuggets,Sunny,0,0,1.0,,142.0,201.0,458.0
2023-11-24,Friday,Beverages,Hot,0,0,0.0,66.63,285.0,139.0,319.0
2024-03-29,Friday,Burgers,Hot,0,0,1.0,139.15,360.0,175.0,392.0
2026-09-25,Friday,Breakfast,Hot,0,0,1.0,82.39,263.0,91.0,267.0
2025-10-18,Saturday,Breakfast,Cold,0,1,0.0,79.13,178.0,120.0,226.0
2028-04-28,Friday,Fries,Cold,0,0,0.0,58.74,169.0,125.0,325.0
2028-12-17,Sunday,Breakfast,Hot,0,1,1.0,126.7,209.0,195.0,431.0
2026-05-19,Tuesday,Desserts,Sunny,0,0,0.0,83.17,501.0,88.0,215.0
2028-07-17,Monday,McNuggets,Hot,0,0,0.0,122.55,275.0,115.0,184.0
2028-10-22,Sunday,Beverages,Sunny,0,1,0.0,63.89,438.0,156.0,314.0
2023-12-03,Sunday,Burgers,Rainy,0,1,1.0,127.2,311.0,170.0,387.0
2027-04-24,Saturday,Burgers,Hot,0,1,0.0,111.62,271.0,182.0,425.0
2029-05-13,Sunday,Beverages,Rainy,0,1,0.0,80.94,314.0,128.0,358.0
2024-07-10,Wednesday,Beverages,Cloudy,0,0,0.0,92.84,388.0,118.0,285.0
2025-11-25,Tuesday,Desserts,Cloudy,0,0,0.0,104.67,205.0,125.0,209.0
2026-09-05,Saturday,McNuggets,Hot,0,1,0.0,142.97,483.0,192.0,324.0
2024-06-24,Monday,Desserts,sunny,0,0,0.0,77.4,454.0,77.0,134.0
2023-03-31,Friday,Burgers,Cold,0,0,1.0,178.75,179.0,178.0,308.0
2027-10-10,Sunday,Fries,Hot,0,1,1.0,71.08,265.0,205.0,424.0
2027-10-22,Friday,Breakfast,Cloudy,0,0,0.0,122.23,189.0,95.0,165.0
2028-05-21,Sunday,McNuggets,Sunny,0,1,1.0,160.93,416.0,188.0,416.0
2027-01-06,Wednesday,McNuggets,Hot,0,0,0.0,99.73,262.0,127.0,279.0
2022-06-17,Friday,Burgers,Sunny,0,0,1.0,123.78,268.0,168.0,404.0
2024-01-01,Monday,Burgers,Sunny,1,0,0.0,121.07,535.0,179.0,438.0
2027-12-26,Sunday,Desserts,Cold,1,1,0.0,119.31,429.0,163.0,363.0
2025-08-03,Sunday,Burgers,Sunny,0,1,1.0,188.11,368.0,-5.0,538.0
2022-01-27,Thursday,Burgers,Cold,0,0,1.0,155.14,378.0,169.0,359.0
2028-09-04,Monday,Beverages,Sunny,0,0,0.0,93.95,317.0,-5.0,263.0
2026-07-11,Saturday,Fries,,0,1,0.0,101.44,177.0,165.0,346.0
2026-06-11,Thursday,Beverages,Sunny,0,0,0.0,78.81,256.0,121.0,228.0
2023-08-11,Friday,Burgers,Hot,0,0,0.0,142.53,289.0,176.0,414.0
2025-11-02,Sunday,Burgers,Cloudy,0,1,0.0,132.3,336.0,161.0,378.0
2024-09-24,Tuesday,Burgers,Cloudy,0,0,1.0,185.74,227.0,171.0,394.0
2025-03-22,Saturday,Breakfast,Rainy,0,1,1.0,123.39,237.0,182.0,431.0
2026-08-28,Friday,Desserts,Sunny,0,0,1.0,62.91,175.0,138.0,304.0
2024-11-06,Wednesday,Beverages,Hot,0,0,1.0,95.71,199.0,157.0,352.0
2022-02-03,Thursday,Desserts,Sunny,0,0,0.0,108.33,366.0,141.0,259.0
2027-12-27,Monday,Desserts,Rainy,0,0,0.0,56.35,357.0,94.0,189.0
2028-07-24,Monday,Burgers,Sunny,0,0,,171.09,468.0,97.0,195.0
2025-10-11,Saturday,McNuggets,Cloudy,0,1,0.0,152.15,306.0,166.0,351.0
2022-02-11,Friday,Beverages,Cold,0,0,0.0,62.4,290.0,127.0,287.0
2028-08-21,Monday,Fries,Cloudy,0,0,0.0,100.72,291.0,114.0,261.0
2028-01-26,Wednesday,Breakfast,,1,0,0.0,100.26,283.0,129.0,311.0
2029-03-23,Friday,Desserts,Sunny,0,0,0.0,83.72,84.0,129.0,286.0
2027-07-31,Saturday,Burgers,Cold,0,1,1.0,130.37,190.0,224.0,513.0
2027-02-15,Monday,Burgers,Sunny,0,0,0.0,159.77,426.0,167.0,371.0
2029-02-24,Saturday,Burgers,Rainy,0,1,1.0,129.12,211.0,199.0,510.0
2023-09-02,Saturday,McNuggets,Cold,0,1,0.0,148.98,404.0,157.0,388.0
2025-02-06,Thursday,Burgers,Rainy,0,0,0.0,159.92,217.0,103.0,237.0
2022-01-29,Saturday,McNuggets,Rainy,0,1,1.0,169.76,303.0,199.0,418.0
2023-03-18,Saturday,Desserts,Cloudy,0,1,0.0,57.31,226.0,144.0,242.0
2027-07-02,Friday,Burgers,Sunny,0,0,0.0,164.08,159.0,149.0,338.0
2027-12-28,Tuesday,Breakfast,Cloudy,0,0,1.0,116.71,207.0,156.0,372.0
2023-05-09,Tuesday,Burgers,Cold,0,0,0.0,124.33,172.0,93.0,219.0
2025-06-12,Thursday,Burgers,Cloudy,0,0,1.0,179.87,258.0,196.0,484.0
2025-07-25,Friday,Desserts,,0,0,0.0,107.44,280.0,85.0,148.0
2029-01-14,Sunday,Beverages,Cold,0,1,0.0,60.18,274.0,165.0,332.0
2029-08-07,Tuesday,Beverages,Cloudy,0,0,0.0,61.83,403.0,126.0,376.0
2025-10-14,Tuesday,Desserts,Rainy,0,0,1.0,67.8,252.0,170.0,398.0
2025-07-28,Monday,McNuggets,Hot,0,0,0.0,110.69,520.0,130.0,260.0
2022-08-25,Thursday,Fries,Sunny,1,0,0.0,56.04,346.0,151.0,311.0
2023-07-06,Thursday,Breakfast,,0,0,0.0,136.24,291.0,110.0,191.0
2023-06-05,Monday,McNuggets,Sunny,0,0,0.0,115.79,473.0,146.0,209.0
2028-02-23,Wednesday,Breakfast,Rainy,0,0,0.0,83.1,125.0,77.0,181.0
2025-05-17,Saturday,Burgers,Cloudy,0,1,0.0,178.84,253.0,140.0,350.0
2025-02-12,Wednesday,Beverages,Rainy,0,0,0.0,76.19,241.0,108.0,277.0
2023-12-22,Friday,Desserts,Cloudy,0,0,1.0,103.91,148.0,167.0,445.0
2024-01-06,Saturday,Desserts,Cloudy,0,1,0.0,92.32,198.0,129.0,266.0
2029-05-10,Thursday,Burgers,Cloudy,0,0,0.0,114.7,282.0,117.0,271.0
